id,season,name,type,motto,category,region,flag,cardcategory,population,description,badges,trophies
"1085205","3","Frieden-und Freudenland","Proud Abortion Supporters","Abort the Patriarchy!","New York Times Democracy","Forest","uploads/frieden-und_freudenland__942756.png","legendary","15800000000","15.8b Population 3,917t Industry","{""Commended"":[""316""],""Issues Author"":30,""Easter Egg"":6}","{""GODFORSAKEN-1"":199,""ENVIRONMENT-1"":234,""ECO-GOVT-1"":245}"
"1100262","3","Felpolandia","Commonwealth","Felpolandia, o melhor lugar para os Felpolinos","Civil Rights Lovefest","The North Pacific","uploads/felpolandia__676410.png","legendary","15800000000","15.8b Population 4,943t Industry","{""WA"":1}","{""WELFARE-1"":273,""ENVIRONMENT-1"":285,""TOURISM-1"":303}"
"1112157","3","Pencil Sharpeners 2","Eternal Misfortune","Stop Reading My Motto!","Father Knows Best State","the South Pacific","uploads/pencil_sharpeners_2__150214.png","legendary","15800000000","15.8b Population 16,873t Industry","{""WA"":1,""Commended"":[""362""],""Postmaster-General"":1,""Easter Egg"":6}","{""INCOME-1"":6,""ECONOMY-1"":14,""RETAIL-1"":15}"
"1120388","3","Candlewhisper Archive","Intensive Care Unit","AI See You","Capitalizt","Forest","uploads/candlewhisper_archive__152454.png","legendary","15800000000","15.8b Population 7,195t Industry","{""Issues Editor"":1,""WA"":1,""Commended"":[""235""],""Postmaster"":1,""Issues Author"":114,""Easter Egg"":5}","{""SODA-1"":42,""LOWTAX-1"":77,""FAT-1"":101}"
"1131008","3","Creeperopolis","Holy Traditionalist Empire","Devajo Dios yel Emperador","Corporate Police State","The League","uploads/creeperopolis__588592.png","legendary","15700000000","15.7b Population 5,301t Industry","{""Delegate"":1,""Condemned"":[""423""],""Postmaster-General"":1,""Easter Egg"":5}","{""RICHINCOME-1"":221,""DEVOUT-1"":246,""ENDORSED-1"":328}"
"1142452","3","Pallaith","Grand Ghost of the North","Vote early, vote often","Democratic Socialists","The North Pacific","uploads/pallaith__325520.svg","legendary","15100000000","15.1b Population 1,812t Industry","{""Delegate"":1,""Commended"":[""371""],""Postmaster-General"":1,""Security Council Resolution Author"":3,""Easter Egg"":12}","{""ENDORSED-1T"":1,""INFLUENCE-1"":75,""DECK-1"":81}"
"1149046","3","Notyoutopia","Man With Red Right Hand","κοιτα εκει που θες να πας,αλλιως θα πας εκει που κοιτας","Left-wing Utopia","The North Pacific","uploads/notyoutopia__897953.gif","legendary","15500000000","15.5b Population 4,680t Industry","{""WA"":1,""Easter Egg"":5}","{""ENDORSED-1"":26,""ENVIRONMENT-1"":118,""INFLUENCE-1"":192}"
"1189918","3","Milostein","Kingdom","I know everything.","Scandinavian Liberal Paradise","Under a Rock","uploads/milostein__786119.png","legendary","22300000000","22.3b Population 8,402t Industry","{""Founder"":1,""Issues Author"":2,""Easter Egg"":2}","{""LEASTCORRUPT-1"":34,""SAFE-1"":35,""EDUCATED-1"":43}"
"1200504","3","Valentine Z","Meowvellous Wonderful World","A World of Peace, Love, and Understanding.","Democratic Socialists","The North Pacific","uploads/valentine_z__91782.svg","legendary","15300000000","15.3b Population 6,667t Industry","{""WA"":1,""Commended"":[""415""],""Postmaster-General"":1,""Issues Author"":1,""Easter Egg"":11}","{""INCLUSIVE-1"":10,""FOODQUALITY-1"":27,""HIGHTAX-1"":29}"
"1219254","3","Le Libertia","Frankly Francophone Nation","High hopes, big hearts, and open minds.","Left-wing Utopia","Europeia","uploads/le_libertia__288419.gif","legendary","14900000000","14.9b Population 3,871t Industry","{""Delegate"":1,""Postmaster-General"":1,""Issues Author"":1,""Easter Egg"":7}","{""INFLUENCE-1"":21,""PUBLISHING-1"":144,""AID-1"":290}"
"1225096","3","Chan Island","Hidden Pirate Cove","Hoist the black flag!","Inoffensive Centrist Democracy","Forest","uploads/chan_island__738166.jpg","legendary","15100000000","15.1b Population 1,351t Industry","{""WA"":1,""Condemned"":[""264""],""Postmaster-General"":1,""Issues Author"":17}","{""INFLUENCE-1"":550,""HEALTHCARE-1"":2116,""ENDORSED-5"":4683}"
"1227474","3","Galway-Dublin","Apex of the World","Nobody needs two kidneys, the second's just for show","Left-wing Utopia","Europe","uploads/galway-dublin__828883.png","legendary","15200000000","15.2b Population 4,289t Industry","{""WA"":1,""Issues Author"":2,""Easter Egg"":5}","{""INFLUENCE-1"":43,""BUSINESS-1"":402,""ECONOMY-1"":429}"
"1235817","3","Jutsa","Bureaudirectic Union","Peace, Probity, Prosperity and Pineapple Pizza.","Capitalizt","Forest","uploads/jutsa__290387.png","legendary","15100000000","15.1b Population 3,528t Industry","{""Commended"":[""275""],""Postmaster-General"":1,""Issues Author"":28}","{""DECK-1"":103,""WEATHER-1"":466,""CHEESE-1"":611}"
"1274927","3","Sunto","Ukrainian Colony","Life is life","Left-wing Utopia","The North Pacific","Ukraine.svg","legendary","14900000000","14.9b Population 3,434t Industry","{""WA"":1,""Postmaster-General"":1}","{""ENDORSED-1"":43,""INFLUENCE-1"":221,""REBELYOUTH-1"":641}"
"1342163","3","SherpDaWerp","Hypercompact Stellar System","Reality is the finest meal, o leader mine...","Benevolent Dictatorship","Glass Gallows","uploads/sherpdawerp__395792.gif","legendary","14000000000","14.0b Population 4,505t Industry","{""Delegate"":1,""Postmaster-General"":1,""Issues Author"":9,""Security Council Resolution Author"":2,""Easter Egg"":6}","{""DECK-1"":118,""ADVANCED-1"":282,""INCLUSIVE-1"":360}"
"1359194","3","Yodle","𝔅𝔢𝔫𝔢𝔳𝔬𝔩𝔢𝔫𝔱 𝕲𝖔𝖉","Woof Woof","Democratic Socialists","The Region That Has No Big Banks","uploads/yodle__562209.jpg","legendary","14700000000","14.7b Population 3,983t Industry","{""WA"":1,""Founder"":1,""Postmaster-General"":1,""Security Council Resolution Author"":2,""Easter Egg"":10}","{""GODFORSAKEN-1"":78,""DECK-1"":124,""EMPLOYED-1"":281}"
"1403052","3","Roavin","Most curious observations observed observedly by the observing observers curiously have now observed this nation is now the Modly Curious Observations","Reinventing the Wheel over and over again","Scandinavian Liberal Paradise","the South Pacific","uploads/roavin__883068.jpg","legendary","14500000000","14.5b Population 1,301t Industry","{""Forum Mod"":1,""Commended"":[""347""],""Moderator"":1,""Security Council Resolution Author"":1,""Easter Egg"":1}","{""LEASTCORRUPT-5"":3736,""SAFE-5"":5445,""PEACE-5"":5564}"
"1415981","3","Kaschovia","Unified Commonwealth","Do what you must.","Anarchy","The North Pacific","uploads/kaschovia__398383.png","legendary","8400000000","8.40b Population 2,070t Industry","{""WA"":1,""Postmaster-General"":1,""Issues Author"":3,""Easter Egg"":6}","{""ENDORSED-1"":98,""RUDE-1"":336,""RICHINCOME-1"":480}"
"1421613","3","Land Without Shrimp","Winter Glory","Let's dance, my love. Let's dance.","Civil Rights Lovefest","the South Pacific","uploads/land_without_shrimp__277288.png","legendary","14000000000","14.0b Population 5,490t Industry","{""WA"":1,""Postmaster-General"":1,""Easter Egg"":14}","{""CULTURE-1"":28,""ENDORSED-1"":31,""FOODQUALITY-1"":101}"
"1438733","3","Aguaria Major","Transoceanic Republic","Out of friendship and brotherhood, we forge communism.","Liberal Democratic Socialists","The North Pacific","uploads/aguaria_major__947931.png","legendary","12400000000","12.4b Population 4,203t Industry","{""WA"":1,""Postmaster-General"":1,""Easter Egg"":12}","{""ENDORSED-1"":71,""GODFORSAKEN-1"":79,""LEASTCORRUPT-1"":85}"
"1468324","3","The Grene Knyght","Alien Lullaby","Bigog!","Left-wing Utopia","Cinderia","uploads/the_grene_knyght__422717.png","legendary","14200000000","14.2b Population 4,337t Industry","{""WA"":1,""Issues Author"":1,""Easter Egg"":5}","{""INCLUSIVE-1"":64,""FOODQUALITY-1"":120,""LEASTCORRUPT-1"":120}"
"1488553","3","The Holy Principality of Saint Mark","Serene Sanctuary","Doing God's Will In NationStates","Anarchy","the West Pacific","uploads/the_holy_principality_of_saint_mark__210541.png","legendary","14100000000","14.1b Population 4,817t Industry","{""WA"":1,""Commended"":[""364""],""Postmaster-General"":1,""Easter Egg"":8}","{""ENDORSED-1"":96,""DECK-1"":168,""CHEESE-1"":251}"
"1537678","3","Daarwyrth","Royal State","May the Seas protect what we are","Civil Rights Lovefest","Forest","uploads/daarwyrth__729392.png","legendary","6950000000","6.95b Population 1,454t Industry","{""Issues Editor"":1,""WA"":1,""Postmaster-General"":1,""Issues Author"":8,""General Assembly Resolution Author"":5,""Easter Egg"":9}","{""DECK-1"":774,""INFLUENCE-1"":1532,""HDI-1"":1715}"
"1583601","3","The Marsupial Illuminati","Fleurs du Mal","Sur l'oreiller du mal c'est Satan Trismégiste","Free-Market Paradise","Sodom and Gomorrah","uploads/the_marsupial_illuminati__303028.jpg","legendary","13700000000","13.7b Population 1,543t Industry","{""Issues Editor"":1,""Founder"":1,""Postmaster-General"":1,""Issues Author"":11,""Easter Egg"":5}","{""DECK-1"":57,""PRIMITIVE-1"":174,""STUPID-1"":237}"
"1633166","3","Noahs Second Country","Second Best","2","Anarchy","The North Pacific","uploads/noahs_second_country__582076.png","legendary","12500000000","12.5b Population 4,344t Industry","{""Issues Editor"":1,""Condemned"":[""320""],""Postmaster-General"":1,""Issues Author"":6,""Security Council Resolution Author"":5,""Easter Egg"":14}","{""RUDE-1"":42,""DRUGS-1"":52,""CRIME-1"":69}"
"1634754","3","ATLANTIARIV","Starskiesiver Civilization","Atlantiariv","Democratic Socialists","Archipel","uploads/atlantiariv__489579.png","legendary","13600000000","13.6b Population 12,337t Industry","{""Founder"":1}","{""POORINCOME-1"":5,""BUSINESS-1"":8,""ECONOMY-1"":17}"
"1671414","3","Shwe Tu Colony","World Machine","Identify every Fandom in my flag","New York Times Democracy","Forest","uploads/shwe_tu_colony__639329.jpg","legendary","13400000000","13.4b Population 5,046t Industry","{""Postmaster-General"":1,""Issues Author"":1,""Easter Egg"":2}","{""ENVIRONMENT-1"":280,""SMART-1"":301,""FOODQUALITY-1"":304}"
"1716378","3","Tinhampton","Self-Administrative City","Proudly Urban, Unashamedly Rural","Anarchy","Sophia","uploads/tinhampton__475028.png","legendary","13300000000","13.3b Population 3,967t Industry","{""Delegate"":1,""Founder"":1,""Postmaster-General"":1,""Issues Author"":1,""General Assembly Resolution Author"":14,""Security Council Resolution Author"":9,""Easter Egg"":8}","{""RUDE-1"":231,""SODA-1"":275,""CRIME-1"":280}"
"1766574","3","Greater Eireann","North Sea Realm","Arbeidere Enige og Tro til Dovre Faller","Left-wing Utopia","The Confederacy of Free Lands","uploads/greater_eireann__655293.png","legendary","13100000000","13.1b Population 4,451t Industry","{""Delegate"":1,""Founder"":1,""Easter Egg"":4}","{""EMPLOYED-1"":164,""LEASTCORRUPT-1"":192,""SAFE-1"":417}"
"1772829","3","Xagill","Constitutional Kingdom","For the eagle, for the king","Democratic Socialists","The North Pacific","uploads/xagill__468926.png","legendary","13100000000","13.1b Population 3,357t Industry","{""WA"":1,""Postmaster-General"":1,""Easter Egg"":6}","{""ENDORSED-1"":8,""INFLUENCE-1"":108,""CHEESE-1"":1018}"
"1812634","3","Siwale","Republic","Let's get started!","Left-wing Utopia","The North Pacific","uploads/siwale__182541.png","legendary","13000000000","13.0b Population 3,454t Industry","{""WA"":1,""Postmaster-General"":1,""Easter Egg"":4}","{""ENDORSED-1"":7,""DECK-1"":14,""INFLUENCE-1"":104}"
"1838280","3","Koem Kab","Empire","0","Psychotic Dictatorship","The Secret Order","Default.svg","legendary","12900000000","12.9b Population 10,996t Industry","{""Condemned"":[""287""],""Founder"":1,""Postmaster-General"":1,""Easter Egg"":2}","{""DECK-1T"":1,""POORINCOME-1"":18,""INCOME-1"":30}"
"1861034","3","Lord Dominator","Reaper","I Came, I Saw, I Dominated","Corporate Police State","Forest","uploads/lord_dominator__104131.jpg","legendary","12900000000","12.9b Population 6,592t Industry","{""Postmaster-General"":1,""General Assembly Resolution Author"":1,""Security Council Resolution Author"":5,""Easter Egg"":6}","{""DEATH-1"":7,""FAT-1"":9,""AVOIDED-1"":18}"
"1861488","3","Fauxia","Finally Legendary","Worth a few more bank","Left-Leaning College State","the Rejected Realms","uploads/fauxia__603500.png","legendary","12900000000","12.9b Population 2,926t Industry","{""Commended"":[""418""],""Issues Author"":12,""Security Council Resolution Author"":2,""Easter Egg"":12}","{""DECK-1"":58,""WELFARE-1"":2073,""ECONOMY-1"":2105}"
"1918650","3","New Visayan Islands","Confederation","Aut Libertatem aut Mortem da mihi.","Inoffensive Centrist Democracy","The Strategic and Economic Alliance","uploads/new_visayan_islands__234801.png","legendary","12600000000","12.6b Population 2,817t Industry","{""Game Mod"":1,""Moderator"":1,""Easter Egg"":3}","{""MINING-1"":1492,""LEASTCORRUPT-1"":1557,""TECH-1"":1676}"
"2018592","3","Greater Cesnica","Crown Republic","From Northern Stars to Southern Shields","Civil Rights Lovefest","The North Pacific","uploads/greater_cesnica__867656.png","legendary","12300000000","12.3b Population 4,410t Industry","{""WA"":1,""Postmaster-General"":1,""General Assembly Resolution Author"":11,""Security Council Resolution Author"":1,""Easter Egg"":9}","{""ENDORSED-1"":64,""RUDE-1"":356,""BUSINESS-1"":468}"
"2056402","3","Candensia","Royal Dominion","Everything for the people.","Inoffensive Centrist Democracy","The Hole To Hide In","uploads/candensia__811286.png","legendary","11900000000","11.9b Population 2,050t Industry","{""Issues Editor"":1,""Delegate"":1,""Commended"":[""308""],""Postmaster"":1,""Issues Author"":16,""Security Council Resolution Author"":3}","{""INFLUENCE-1"":856,""ENVIRONMENT-1"":1805,""WEATHER-1"":2077}"
"2067245","3","Kwaj","Somewhat Unfriendly Land","Go away, it's too hot for company.","Inoffensive Centrist Democracy","The North Pacific","Marshall_Islands.svg","legendary","12100000000","12.1b Population 2,412t Industry","{""WA"":1,""Postmaster-General"":1,""Easter Egg"":12}","{""DECK-1"":14,""ENDORSED-1"":30,""ECO-GOVT-1"":130}"
"2089613","3","Heavens Reach","Celestis Paradisi","A hope of stardust left in time.","Civil Rights Lovefest","Starbound","uploads/heavens_reach__109551.png","legendary","12000000000","12.0b Population 2,380t Industry","{""Delegate"":1,""Founder"":1,""Postmaster-General"":1,""Issues Author"":1,""Easter Egg"":2}","{""AID-1"":627,""LEASTCORRUPT-1"":629,""EMPLOYED-1"":631}"
"2092409","3","Yahlia","Federal Republic","Striving for a better tomorrow","Left-wing Utopia","Europe","uploads/yahlia__254543.png","legendary","12000000000","12.0b Population 2,769t Industry","{""WA"":1,""Postmaster-General"":1,""Issues Author"":1,""Easter Egg"":4}","{""INFLUENCE-1"":16,""WELFARE-1"":266,""ENDORSED-1"":350}"
"2143836","3","Honeydewistania","Plutocratic Principalities","Take the red pill, drink the melonade","Compulsory Consumerist State","Refugia","uploads/honeydewistania__853564.png","legendary","11100000000","11.1b Population 4,019t Industry","{""Commended"":[""350""],""Postmaster-General"":1,""Issues Author"":2,""General Assembly Resolution Author"":12,""Security Council Resolution Author"":11,""Easter Egg"":8}","{""RETAIL-1"":50,""SODA-1"":52,""CRIME-1"":58}"
"2257029","3","His Excellency","Liberal Dictatorship","Totalitarianism wasn't meant to be this sexy.","Left-wing Utopia","Communist Cartel","uploads/his_excellency__192192.png","legendary","11300000000","11.3b Population 3,453t Industry","{""Delegate"":1,""Founder"":1,""Easter Egg"":5}","{""WELFARE-1"":259,""TECH-1"":369,""HDI-1"":399}"
"2261542","3","Omnistria","Legendary Revolution","OMNES AUT NEMINEM","Civil Rights Lovefest","The North Pacific","uploads/omnistria__829058.png","legendary","11200000000","11.2b Population 3,347t Industry","{""WA"":1,""Postmaster-General"":1,""Easter Egg"":7}","{""ENDORSED-1"":14,""WEATHER-1"":120,""INFLUENCE-1"":133}"
"2288992","3","Aerilia","Unicorns have taken over","Life’s all about Rainbows, Glitter and Unicorns","Left-wing Utopia","The North Pacific","uploads/aerilia__330218.png","legendary","11200000000","11.2b Population 4,762t Industry","{""WA"":1,""Site Supporter"":1,""Easter Egg"":14}","{""ENDORSED-1"":18,""DECK-1"":24,""INFLUENCE-1"":180}"
"2295867","3","Turbeaux","Sylvan Hivə","Not only doəs God play dicə, thə dicə arə loadəd.","Civil Rights Lovefest","Forest","uploads/turbeaux__197979.png","legendary","11200000000","11.2b Population 4,834t Industry","{""WA"":1,""Site Supporter"":1,""Issues Author"":1,""Easter Egg"":7}","{""EDUCATED-1"":49,""AID-1"":49,""ECO-GOVT-1"":65}"
"2355439","3","Canyamel","State","Accept the past, dream the future, but live the moment","Scandinavian Liberal Paradise","Wanderlust","uploads/canyamel__570286.png","legendary","10900000000","10.9b Population 2,807t Industry","{""Founder"":1,""Issues Author"":1,""Easter Egg"":9}","{""DECK-1"":276,""ECONOMY-1"":656,""PEACE-1"":840}"
"2356376","3","Kuriko","Empire","For the Empire!!","Democratic Socialists","10000 Islands","uploads/kuriko__882632.png","legendary","11000000000","11.0b Population 355t Industry","{""Sec-Gen"":1,""Commended"":[""328""],""Postmaster-General"":1,""Security Council Resolution Author"":17}","{""INFLUENCE-1"":64,""EMPLOYED-5"":12871,""WEATHER-5"":13465}"
"2372054","3","Erynia and Draconia","Democratic States","Peace, freedom, and equality","Civil Rights Lovefest","The Social Liberal Union","uploads/erynia_and_draconia__986651.svg","legendary","5670000000","5.67b Population 1,116t Industry","{""Delegate"":1,""Postmaster"":1,""Issues Author"":1,""Easter Egg"":8}","{""DECK-1"":530,""WELFARE-1"":703,""AID-1"":742}"
"2502634","3","Concrete Slab","Mighty Foundation","Nemo obstabit","Civil Rights Lovefest","the South Pacific","uploads/concrete_slab__900426.jpg","legendary","10400000000","10.4b Population 2,629t Industry","{""WA"":1,""Postmaster-General"":1,""General Assembly Resolution Author"":2,""Security Council Resolution Author"":4,""Easter Egg"":12}","{""ENDORSED-1"":44,""INFLUENCE-1"":232,""DECK-1"":886}"
"2546118","3","Shibutani","Ricky Spanish","Ricky Spanish","Capitalist Paradise","The North Pacific","uploads/shibutani__451909.jpg","legendary","10300000000","10.3b Population 5,568t Industry","{""WA"":1,""Easter Egg"":11}","{""DECK-1"":49,""RETAIL-1"":79,""ENDORSED-1"":128}"
"2597784","3","Krusavich","Socialist Republic","There will be no compromise","Democratic Socialists","Forest","uploads/krusavich__779076.svg","legendary","10100000000","10.1b Population 4,200t Industry","{""Issues Author"":5,""Easter Egg"":1}","{""AGRICULTURE-1"":69,""EMPLOYED-1"":262,""PATRIOTISM-1"":285}"
"2633922","3","Jehenna","All Inclusive Love and Pride","Thank you for supporting Queer people! We love you too!","Left-wing Utopia","the South Pacific","uploads/jehenna__991390.png","legendary","10000000000","10.0b Population 5,677t Industry","{""WA"":1,""Easter Egg"":8}","{""POORINCOME-1"":48,""REBELYOUTH-1"":72,""CULTURE-1"":80}"
"2692665","3","Ethnon","Golden Throne Room","Per ardua ad astra","Democratic Socialists","The North Pacific","uploads/ethnon__451939.png","legendary","9750000000","9.75b Population 2,126t Industry","{""WA"":1,""Site Supporter"":1,""Easter Egg"":3}","{""ENDORSED-1"":4,""DECK-1"":49,""INFLUENCE-1"":95}"
"2890116","3","Morover","New Regime","The people come first.","Libertarian Police State","Warzone Sandbox","uploads/morover__158410.png","legendary","8830000000","8.83b Population 1,268t Industry","{""Delegate"":1,""Commended"":[""329""],""Postmaster-General"":1,""General Assembly Resolution Author"":13,""Security Council Resolution Author"":11,""Easter Egg"":5}","{""DECK-1"":824,""EDUCATED-5"":7617,""ADVANCED-5"":7795}"
"2938082","3","Hulldom","Obscuring Illumination","We break the silence of the peaceful night...","Democratic Socialists","The North Pacific","uploads/hulldom__936000.gif","legendary","8710000000","8.71b Population 2,313t Industry","{""WA"":1,""Postmaster"":1,""General Assembly Resolution Author"":9,""Security Council Resolution Author"":9,""Easter Egg"":6}","{""ENDORSED-1"":2,""INFLUENCE-1"":91,""INCLUSIVE-1"":321}"
"2974601","3","United Calanworie","Ooooh what does this button do!? Channeling the inner DeeDee from Dexter's laboratory, now with mod powers and additional buttons to explore and push!","If I push this, what happens?","Democratic Socialists","The League","uploads/united_calanworie__461736.svg","legendary","8300000000","8.30b Population 858t Industry","{""Forum Mod"":1,""WA"":1,""Moderator"":1,""Easter Egg"":4}","{""DECK-1"":1107,""ENDORSED-1"":1332,""AID-5"":4254}"
"2977890","3","Refuge Isle","Fanciful Tales","Strength And Compassion In Equal Measure","Liberal Democratic Socialists","Refugia","uploads/refuge_isle__476600.png","legendary","8500000000","8.50b Population 2,196t Industry","{""WA"":1,""Commended"":[""414""],""Founder"":1,""Postmaster-General"":1,""Issues Author"":1,""General Assembly Resolution Author"":3,""Security Council Resolution Author"":3,""Easter Egg"":11}","{""DECK-1"":25,""LEASTCORRUPT-1"":51,""EMPLOYED-1"":108}"
"3005202","3","Maowi","Supine Socialist Slothland","Lethargy, Languor, Laziness!","Civil Rights Lovefest","Europeia","uploads/maowi__612053.png","legendary","7670000000","7.67b Population 1,049t Industry","{""WA"":1,""Commended"":[""367""],""General Assembly Resolution Author"":9,""Security Council Resolution Author"":5,""Easter Egg"":7}","{""WELFARE-1"":359,""AID-1"":386,""HEALTHCARE-1"":695}"
"3026452","3","Andusre","People's Republic","The People's Republic - Here Be Dragons.","Democratic Socialists","Thaecia","uploads/andusre__264932.png","legendary","8330000000","8.33b Population 1,296t Industry","{""WA"":1,""Commended"":[""402""],""Postmaster-General"":1,""Security Council Resolution Author"":4,""Easter Egg"":5}","{""DECK-1"":30,""INFLUENCE-1"":650,""AID-1"":752}"
"3174662","3","Sylh Alanor","Elvhen Society","Var'el rosir Sel'ah","Left-wing Utopia","Refugia","uploads/sylh_alanor__865417.png","legendary","7620000000","7.62b Population 1,493t Industry","{""Delegate"":1,""Postmaster-General"":1,""General Assembly Resolution Author"":2,""Easter Egg"":10}","{""DECK-1"":10,""WELFARE-1"":49,""LEASTCORRUPT-1"":101}"
"3259074","3","Dabarastan","Caspian Commonwealth","𝙱𝚎𝚗𝚎𝚟𝚘𝚕𝚎𝚗𝚌𝚎 𝚊𝚗𝚍 𝙲𝚊𝚟𝚒𝚊𝚛","Tyranny by Majority","Europe","uploads/dabarastan__358387.svg","legendary","7100000000","7.10b Population 2,844t Industry","{""WA"":1,""Postmaster-General"":1,""Issues Author"":2,""Easter Egg"":12}","{""DECK-1"":70,""CHEESE-1"":179,""POORINCOME-1"":187}"
"3267869","3","Jim the Baptist","Benevolent Church","This church is out of this galaxy","Tyranny by Majority","Europe","uploads/jim_the_baptist__31755.png","legendary","7090000000","7.09b Population 2,210t Industry","{""WA"":1,""Postmaster-General"":1,""Issues Author"":2,""Easter Egg"":14}","{""INFLUENCE-1"":37,""DECK-1"":107,""AGRICULTURE-1"":240}"
"3269408","3","Giovanniland","Lavender Delegate","Endorse the Lavender Delegate!","Civil Rights Lovefest","the West Pacific","uploads/giovanniland__528473.svg","legendary","7130000000","7.13b Population 3,730t Industry","{""Delegate"":1,""Postmaster-General"":1,""Security Council Resolution Author"":4,""Easter Egg"":14}","{""DECK-1"":3,""ENDORSED-1"":55,""RUDE-1"":94}"
"3499129","3","Westinor","Girl and her Cat","When you stare at the sky, what are you searching for?","Liberal Democratic Socialists","Artificial Solar System","uploads/westinor__943904.png","legendary","5710000000","5.71b Population 1,222t Industry","{""Delegate"":1,""Postmaster-General"":1,""Issues Author"":3,""Security Council Resolution Author"":3,""Easter Egg"":5}","{""DECK-1"":89,""LEASTCORRUPT-1"":234,""SAFE-1"":298}"
"3601926","3","Minskiev","Visions of a Life","Seems like the world knows nothing at all.","Left-wing Utopia","the Rejected Realms","uploads/minskiev__839860.gif","legendary","5620000000","5.62b Population 1,882t Industry","{""Delegate"":1,""Site Supporter"":1,""General Assembly Resolution Author"":7,""Security Council Resolution Author"":3,""Easter Egg"":14}","{""DECK-1"":13,""BUSINESS-1"":322,""POORINCOME-1"":512}"
"3858018","3","Bankowiata","Republic","United in diversity","Liberal Democratic Socialists","The North Pacific","uploads/bankowiata__858908.png","legendary","4690000000","4.69b Population 1,198t Industry","{""WA"":1,""Postmaster-General"":1}","{""ENDORSED-1"":42,""INFLUENCE-1"":227,""AID-1"":286}"
