id,season,name,type,motto,category,region,flag,cardcategory,population,description,badges,trophies
"195223","1","A Slanted Black Stripe","Vizier","What color is your stripe?","Left-wing Utopia","The East Pacific","uploads/a_slanted_black_stripe__676269.jpg","legendary","20998000000","20.998 billion Slantees. Multi-spousal wedding ceremonies, pith helmet sales, and punitive income tax rates.","{""WA"":1,""Commended"":[""119""],""Postmaster-General"":1,""Easter Egg"":5}","{""ENDORSED-1"":51,""INFLUENCE-1"":111,""PUBLISHING-1"":390}"
"219817","1","Caelapes","Rose Commune","Ego vero custos mei fratris sum.","Liberal Democratic Socialists","The Internationale","uploads/caelapes__883346.png","legendary","16606000000","16.606 billion Caelapenes. Free-roaming dinosaurs, smutty television, and stringent health and safety legislation.","{""Sec-Gen"":1,""Postmaster-General"":1,""Security Council Resolution Author"":3,""Easter Egg"":4}","{""EDUCATED-1"":113,""WELFARE-1"":236,""INCLUSIVE-1"":269}"
"261305","1","Australian rePublic","Federation","The Lucky Land","Inoffensive Centrist Democracy","Regionless","uploads/australian_republic__724953.jpg","legendary","12326000000","12.326 billion Australians. Museums and concert halls, punitive income tax rates, and devotion to social welfare.","{""Delegate"":1,""Founder"":1,""Postmaster-General"":1,""Issues Author"":12,""Easter Egg"":11}","{""BLACKMARKET-1"":332,""CORRUPT-1"":956,""GAMBLING-1"":1010}"
"302489","1","Nuremgard","Tsardom","Власть принадлежит народу","Capitalizt","The Confederacy of Free Nations","uploads/nuremgard__565135.png","legendary","12342000000","12.342 billion Norsk. Irreverence towards religion, absence of drug laws, and punitive income tax rates.","{""WA"":1,""Issues Author"":10}","{""COMPASSIONATE-1"":182,""LEASTCORRUPT-1"":184,""NICE-1"":199}"
"303790","1","Czechostan","Socialist Federal Republic","Mmm... Czech, Please","Left-wing Utopia","Philosophy 115","uploads/czechostan__567709.png","legendary","12356000000","12.356 billion Czechostanis. Daily referendums, rampant corporate plagiarism, and national health service.","{""Delegate"":1,""Issues Author"":6,""Easter Egg"":2}","{""PUBLICTRANSPORT-1"":82,""WELFARE-1"":89,""AID-1"":98}"
"341374","1","Baggieland","Imperial Glorious Empire","Boing! Boing!","Father Knows Best State","B71","uploads/baggieland__759824.jpg","legendary","5431000000","5.431 billion Baggies. Aversion to nipples, suspicion of poets, and complete absence of social welfare.","{""Issues Editor"":1,""Founder"":1,""Postmaster"":1,""Issues Author"":13}","{""AGRICULTURE-1"":86,""CHEESE-1"":322,""GODFORSAKEN-1"":1144}"
"373091","1","Kyldellian Halon","Centro Social Alliance","You mess with the people, you mess with the state!","Democratic Socialists","Kylden","uploads/kyldellian_halon__584365.png","legendary","11875000000","11.875 billion Kyldellians. Ubiquitous missile silos, rampant corporate plagiarism, and vat-grown people.","{""Founder"":1,""Easter Egg"":10}","{""GOVT-1"":28,""CULTURE-1"":34,""POORINCOME-1"":37}"
"388476","1","Merconitonitopia","Kingdom","Take upon ye thy Lands, and Eat of its Fruits","Psychotic Dictatorship","Confederation of Corrupt Dictators","uploads/merconitonitopia__55423.png","legendary","11714000000","11.714 billion Merconites. Lack of airports, ritual sacrifices, and absence of drug laws.","{""WA"":1,""Issues Author"":1,""Easter Egg"":5}","{""ECO-GOVT-1"":5,""PRIMITIVE-1"":12,""AID-1"":16}"
"407774","1","Imperium Anglorum","United Commonwealth","Dicimus pro populo","Left-Leaning College State","Europe","uploads/imperium_anglorum__619595.png","legendary","9286000000","9.286 billion Anglicans. Parental licensing program, daily referendums, and restrictive gun laws.","{""Delegate"":1,""Commended"":[""223""],""Postmaster-General"":1,""General Assembly Resolution Author"":24,""Security Council Resolution Author"":1,""Easter Egg"":2}","{""INFLUENCE-1"":9,""ENDORSED-1"":167,""HEALTHCARE-5"":6883}"
"408994","1","Drawkland","NationStates Master Empire","Friendship among allies, respect among enemies!","New York Times Democracy","Sonnel","uploads/drawkland__382552.png","legendary","11565000000","11.565 billion Drawkians. Rum-swilling pirates, museums and concert halls, and keen interest in outer space.","{""Delegate"":1,""Founder"":1,""Postmaster-General"":1,""Issues Author"":1,""Easter Egg"":7}","{""CHEESE-1"":98,""BASKET-1"":438,""CULTURE-1"":524}"
"419907","1","Valrknut","Clad in Gold Republic","Always be ready for a fight","Capitalist Paradise","Ancient Epic League of Epicness","Isle_of_Man.png","legendary","11477000000","11.477 billion Valrutians. Barren, inhospitable landscape, daily referendums, and smutty television.","{""Founder"":1,""Easter Egg"":5}","{""RUDE-1"":53,""DISPINCOME-1"":67,""FAT-1"":94}"
"435471","1","Foucaults garden","Community","Naked people have influence on society","Anarchy","Europe","uploads/foucaults_garden__508585.png","legendary","11408000000","11.408 billion Foucault's gardeners. Sprawling nuclear power plants, multi-spousal wedding ceremonies, and irreverence towards religion.","{""WA"":1,""Site Supporter"":1,""Easter Egg"":6}","{""INFLUENCE-1"":5,""RUDE-1"":25,""CRIME-1"":30}"
"470584","1","Corfad","Dictatorship","Strength through unity, Unity Through Faith","Corporate Police State","The North Pacific","uploads/corfad__420464.png","legendary","13893000000","13.893 billion Corfadians. Otherworldly petting zoo, sprawling nuclear power plants, and frequent executions.","{""WA"":1,""Easter Egg"":2}","{""RETAIL-1"":31,""ENDORSED-1"":41,""CORRUPT-1"":44}"
"523779","1","The Free Joy State","Festive Felicitations","Obedience is Man's Greatest Strength","Iron Fist Consumerists","the Pacific","uploads/the_free_joy_state__236796.jpg","legendary","7437000000","7.437 billion Free Joyers. Barren, inhospitable landscape, flagrant waste-dumping, and avant-garde cinema.","{""Issues Editor"":1,""Postmaster"":1,""Issues Author"":25}","{""STUPID-1"":263,""TIMBER-1"":350,""DEVOUT-1"":426}"
"527332","1","Wrapper","Puddle Jumping Wads","Paradise is just a wormhole away.","Democratic Socialists","Stargate","uploads/wrapper__614134.jpg","legendary","11986000000","11.986 billion Wads. Anti-smoking policies, parental licensing program, and punitive income tax rates.","{""Forum Mod"":1,""Condemned"":[""243""],""Moderator"":1,""General Assembly Resolution Author"":2,""Security Council Resolution Author"":1,""Easter Egg"":2}","{""EDUCATED-1"":86,""PEACE-1"":223,""ECO-GOVT-1"":264}"
"574661","1","Annihilators of Chan Island","Dux Headquarters","Huh?","Iron Fist Consumerists","the Rejected Realms","uploads/annihilators_of_chan_island__596331.jpg","legendary","10405000000","10.405 billion Annihilators. Enslaved workforce, avant-garde cinema, and zero percent divorce rate.","{""Issues Author"":15,""Easter Egg"":2}","{""POLICE-1"":59,""PRIMITIVE-1"":116,""STUPID-1"":160}"
"693777","1","Kingdom of Space","Democracy","To thine own self, be true.","Democratic Socialists","Olympia","uploads/kingdom_of_space__433612.jpg","legendary","9692000000","9.692 billion Spaceans. Museums and concert halls, keen interest in outer space, and prohibition of alcohol.","{""Delegate"":1}","{""ECO-GOVT-1"":20,""ENVIRONMENT-1"":53,""WEATHER-1"":60}"
"705549","1","Nova Hollandia","United Provinces","Concordia Res Parvae Crescunt","Corporate Bordello","Europe","uploads/nova_hollandia__397405.png","legendary","28467000000","28.467 billion Nova Hollandians. Museums and concert halls, sprawling nuclear power plants, and aversion to nipples.","{""WA"":1,""Easter Egg"":2}","{""AUTO-1"":28,""DISPINCOME-1"":29,""LOWTAX-1"":33}"
"720154","1","Montagna","Most Bodacious Republic","Be excellent to each other.","Left-wing Utopia","the South Pacific","uploads/montagna__962612.jpg","legendary","9436000000","9.436 billion Montaganists. Multi-spousal wedding ceremonies, soft-spoken computers, and absence of drug laws.","{""WA"":1,""Issues Author"":2}","{""AID-1"":63,""WELFARE-1"":69,""PUBLICTRANSPORT-1"":76}"
"758697","1","Vancouvia","Free Lands","Prosperity, Freedom, Efficiency","Liberal Democratic Socialists","The Western Isles","uploads/vancouvia__633986.jpg","legendary","9309000000","9.309 billion Vancouvians. Otherworldly petting zoo, ban on automobiles, and punitive income tax rates.","{""Delegate"":1,""Founder"":1,""Postmaster-General"":1,""General Assembly Resolution Author"":5,""Easter Egg"":4}","{""INFLUENCE-1"":74,""BUSINESS-1"":415,""HEALTHCARE-1"":454}"
"769420","1","Territorio di Nessuno","Disputed Territories","Nobody will be left behind","Left-wing Utopia","The North Pacific","uploads/territorio_di_nessuno__259114.png","legendary","7615000000","7.615 billion Dispersi. Multi-spousal wedding ceremonies, free-roaming dinosaurs, and irreverence towards religion.","{""WA"":1}","{""ENDORSED-1"":17,""INFLUENCE-1"":92,""COMPASSIONATE-1"":126}"
"846635","1","Outer Sparta","Kingdom","Promote and preserve","Civil Rights Lovefest","Europe","Europe.png","legendary","8645000000","8.645 billion Spartans. Museums and concert halls, multi-spousal wedding ceremonies, and punitive income tax rates.","{""WA"":1,""Issues Author"":6,""Easter Egg"":2}","{""HDI-1"":12,""LIFE-1"":23,""TOURISM-1"":30}"
"876350","1","The Rouge Christmas State","Christandom","Yet not I, but through Christ in me!","Capitalist Paradise","Right to Life","uploads/the_rouge_christmas_state__384548.png","legendary","8477000000","8.477 billion Rouge Christians. Pith helmet sales, anti-smoking policies, and sprawling nuclear power plants.","{""Postmaster"":1,""Security Council Resolution Author"":2,""Easter Egg"":6}","{""GAMBLING-1"":116,""DEVOUT-1"":134,""DEATH-1"":141}"
"957208","1","Gnejs","Prosaic Union","Quantum Satis","Left-wing Utopia","International Democratic Union","uploads/gnejs__672986.jpg","legendary","13424000000","13.424 billion Gnejsians. Rum-swilling pirates, infamous sell-swords, and daily referendums.","{""Issues Editor"":1,""WA"":1,""Postmaster-General"":1,""Issues Author"":9,""Security Council Resolution Author"":1,""Easter Egg"":5}","{""PUBLISHING-1"":294,""ECO-GOVT-1"":329,""ENVIRONMENT-1"":441}"
"967669","1","Singapore no2","UD Parliamentary Republic","Progress can only be achieved with a firm hand.","Authoritarian Democracy","Singapore","uploads/singapore_no2__296645.jpg","legendary","8086000000","8.086 billion Singapore no2eans. Keen interest in outer space, multi-spousal wedding ceremonies, and devotion to social welfare.","{""WA"":1,""Issues Author"":28,""Easter Egg"":4}","{""HEALTHY-1"":81,""LOWCRIME-1"":88,""PEACE-1"":105}"
"983809","1","Caracasus","United Socialist States","Will class angle for labour vouchers","Left-wing Utopia","Forest","uploads/caracasus__976299.jpg","legendary","7976000000","7.976 billion Caracasusians. Complete lack of prisons, rampant corporate plagiarism, and pith helmet sales.","{""Issues Editor"":1,""Postmaster"":1,""Issues Author"":12,""General Assembly Resolution Author"":1}","{""INCLUSIVE-1"":234,""POORINCOME-1"":308,""EMPLOYED-1"":309}"
"1062542","1","USS Monitor","Shipwreck","Freedom Forever","Inoffensive Centrist Democracy","North Carolina","uploads/uss_monitor__750683.jpg","legendary","7533000000","7.533 billion crewmen. Frequent executions, ban on automobiles, and complete lack of public education.","{""Game Mod"":1,""Moderator"":1,""Issues Author"":6}","{""AVERAGE-10"":12491}"
"1085205","1","Frieden-und Freudenland","Democratic Island Federation","O brave new world, that has such people in't!","Democratic Socialists","Forest","uploads/frieden-und_freudenland__432471.jpg","legendary","7273000000","7.273 billion Frieden-und Freudenlandians. Infamous sell-swords, smutty television, and stringent health and safety legislation.","{""Issues Editor"":1,""WA"":1,""Postmaster"":1,""Issues Author"":16,""Easter Egg"":6}","{""GODFORSAKEN-1"":104,""ENVIRONMENT-1"":221,""HDI-1"":254}"
"1112157","1","Pencil Sharpeners 2","Minister of Regional Affairs","Stop reading my motto!","Iron Fist Consumerists","the South Pacific","uploads/pencil_sharpeners_2__840522.png","legendary","7256000000","7.256 billion Pencil Sharpeners 2ians. Ubiquitous missile silos, frequent executions, and aversion to nipples.","{""WA"":1,""Postmaster-General"":1,""Easter Egg"":4}","{""BUSINESS-1"":20,""POORINCOME-1"":27,""TECH-1"":42}"
"1120388","1","Candlewhisper Archive","Eye","Knowing is beginning","Capitalizt","Forest","uploads/candlewhisper_archive__314554.jpg","legendary","7177000000","7.177 billion Archivists. Unlimited-speed roads, digital currency, and spontaneously combusting cars.","{""Issues Editor"":1,""WA"":1,""Commended"":[""235""],""Postmaster"":1,""Issues Author"":63,""Easter Egg"":5}","{""SODA-1"":71,""DEATH-1"":156,""FAT-1"":170}"
"1149046","1","Notyoutopia","Man With Red Right Hand","κοιτα εκει που θες να πας,αλλιως θα πας εκει που κοιτας","Civil Rights Lovefest","The North Pacific","uploads/notyoutopia__897953.gif","legendary","6981000000","6.981 billion Notyoutopians. Rum-swilling pirates, free-roaming dinosaurs, and smutty television.","{""WA"":1,""Easter Egg"":4}","{""ENDORSED-1"":21,""INFLUENCE-1"":93,""ENVIRONMENT-1"":179}"
"1174373","1","Solborg","Confederation","All for Solborg. All for humanity.","Civil Rights Lovefest","Norden","uploads/solborg__4427.png","legendary","6803000000","6.803 billion Solborgians. Complete lack of prisons, otherworldly petting zoo, and irreverence towards religion.","{""Delegate"":1,""Founder"":1,""Postmaster-General"":1,""Issues Author"":1,""Easter Egg"":2}","{""LEASTCORRUPT-1"":314,""INFLUENCE-1"":439,""INCLUSIVE-1"":786}"
"1189918","1","Milostein","Kingdom","I know everything.","Democratic Socialists","Under a Rock","uploads/milostein__786119.png","legendary","13781000000","13.781 billion Milosteinis. Otherworldly petting zoo, punitive income tax rates, and stringent health and safety legislation.","{""Founder"":1,""Issues Author"":2,""Easter Egg"":2}","{""EDUCATED-1"":59,""TECH-1"":101,""LEASTCORRUPT-1"":132}"
"1227474","1","Galway-Dublin","Festive Pretitle","OwO UwU","Democratic Socialists","Europe","uploads/galway-dublin__964921.png","legendary","6640000000","6.64 billion Memes. Free-roaming dinosaurs, otherworldly petting zoo, and state-planned economy.","{""WA"":1,""Issues Author"":2,""Easter Egg"":2}","{""BUSINESS-1"":147,""AGRICULTURE-1"":168,""INFLUENCE-1"":251}"
"1262891","1","Queen Yuno","Mistress of Blades 愛 Country","Hell hath no fury like a raider woman.","Iron Fist Consumerists","Yuno","uploads/queen_yuno__808974.png","legendary","6467000000","6.467 billion little girls. Anti-smoking policies, rampant corporate plagiarism, and fear of technology.","{""Postmaster-General"":1,""Easter Egg"":4}","{""DEFENSE-1"":17,""ARMS-1"":59,""MANUFACTURING-1"":175}"
"1583601","1","The Marsupial Illuminati","Waste Land","These fragments I have shored against my ruins","Authoritarian Democracy","Sodom and Gomorrah","uploads/the_marsupial_illuminati__606126.jpg","legendary","5239000000","5.239 billion Marsupials. Closed borders, lack of airports, and complete lack of public education.","{""Issues Editor"":1,""Founder"":1,""Postmaster-General"":1,""Issues Author"":5,""Easter Egg"":2}","{""STUPID-1"":307,""PRIMITIVE-1"":350,""DEVOUT-1"":435}"
"1599020","1","Helaw","Technocratic Hexarchy","Pancakes make good frisbees.","Democratic Socialists","Tempest","uploads/helaw__266977.png","legendary","5184000000","5.184 billion Helawans. Complete lack of prisons, free-roaming dinosaurs, and stringent health and safety legislation.","{""Issues Editor"":1,""WA"":1,""Commended"":[""258""],""Postmaster-General"":1,""Issues Author"":5,""General Assembly Resolution Author"":1,""Security Council Resolution Author"":1,""Easter Egg"":13}","{""GODFORSAKEN-1"":600,""TECH-1"":1164,""ADVANCED-1"":1514}"
"1604334","1","Holy Oranz","Ecclesiocracy","Through the Divine Shadow we know ourselves","Left-wing Utopia","The North Pacific","uploads/holy_oranz__711346.png","legendary","5148000000","5.148 billion Oranzians. Museums and concert halls, compulsory military service, and stringent health and safety legislation.","{""WA"":1,""Issues Author"":1,""Easter Egg"":4}","{""ENDORSED-1"":36,""INFLUENCE-1"":125,""INCLUSIVE-1"":137}"
"1633166","1","Noahs Second Country","Noahs Second Country","Our second motto","Anarchy","null","exnation.png","legendary","4399000000","4.399 billion second best people. Ritual sacrifices, flagrant waste-dumping, and complete absence of social welfare.","{""Issues Author"":3,""Easter Egg"":7}","{}"
"1812634","1","Siwale","Republic","Let's get started!","Left-wing Utopia","The North Pacific","uploads/siwale__182541.png","legendary","4453000000","4.453 billion Siwalians. Complete lack of prisons, irreverence towards religion, and punitive income tax rates.","{""Delegate"":1,""Postmaster-General"":1,""Easter Egg"":4}","{""ENDORSED-1T"":1,""INFLUENCE-1"":32,""INCLUSIVE-1"":420}"
